user_id,install_date,event_date,event_type,cohort_date,days_since_install
U00038,2024-03-02,2024-03-27,app_open,2024-03-02,25
U00038,2024-03-02,2024-03-29,app_open,2024-03-02,27
U00038,2024-03-02,2024-03-30,app_open,2024-03-02,28
U00039,2024-02-20,2024-02-20,app_open,2024-02-20,0
U00039,2024-02-20,2024-03-06,app_open,2024-02-20,15
U00039,2024-02-20,2024-03-19,app_open,2024-02-20,28
U00040,2024-02-24,2024-03-08,app_open,2024-02-24,13
U00040,2024-02-24,2024-03-16,app_open,2024-02-24,21
U00040,2024-02-24,2024-03-17,app_open,2024-02-24,22
U00040,2024-02-24,2024-03-20,app_open,2024-02-24,25
U00041,2024-03-04,2024-03-07,app_open,2024-03-04,3
U00041,2024-03-04,2024-03-21,app_open,2024-03-04,17
U00041,2024-03-04,2024-03-27,app_open,2024-03-04,23
U00042,2024-01-03,2024-01-29,app_open,2024-01-03,26
U00043,2024-02-20,2024-02-23,app_open,2024-02-20,3
U00043,2024-02-20,2024-03-19,app_open,2024-02-20,28
U00044,2024-01-07,2024-01-21,app_open,2024-01-07,14
U00044,2024-01-07,2024-01-22,app_open,2024-01-07,15
U00044,2024-01-07,2024-01-27,app_open,2024-01-07,20
U00044,2024-01-07,2024-01-30,app_open,2024-01-07,23
U00044,2024-01-07,2024-02-01,app_open,2024-01-07,25
U00045,2024-01-21,2024-01-26,app_open,2024-01-21,5
U00045,2024-01-21,2024-02-11,app_open,2024-01-21,21
U00046,2024-03-13,2024-04-05,app_open,2024-03-13,23
U00047,2024-02-08,2024-02-21,app_open,2024-02-08,13
U00047,2024-02-08,2024-02-27,app_open,2024-02-08,19
U00048,2024-01-18,2024-01-24,app_open,2024-01-18,6
U00048,2024-01-18,2024-01-27,app_open,2024-01-18,9
U00048,2024-01-18,2024-02-02,app_open,2024-01-18,15
U00049,2024-01-04,2024-01-24,app_open,2024-01-04,20
U00050,2024-03-29,2024-04-03,app_open,2024-03-29,5
U00050,2024-03-29,2024-04-22,app_open,2024-03-29,24
U00051,2024-02-29,2024-02-29,app_open,2024-02-29,0
U00052,2024-01-14,2024-01-14,app_open,2024-01-14,0
U00052,2024-01-14,2024-01-14,app_open,2024-01-14,0
U00052,2024-01-14,2024-01-16,app_open,2024-01-14,2
U00052,2024-01-14,2024-01-23,app_open,2024-01-14,9
U00052,2024-01-14,2024-01-23,app_open,2024-01-14,9
U00052,2024-01-14,2024-01-30,app_open,2024-01-14,16
U00052,2024-01-14,2024-02-01,app_open,2024-01-14,18
U00052,2024-01-14,2024-02-07,app_open,2024-01-14,24
U00053,2024-01-09,2024-01-12,app_open,2024-01-09,3
U00053,2024-01-09,2024-01-22,app_open,2024-01-09,13
U00053,2024-01-09,2024-02-05,app_open,2024-01-09,27
U00054,2024-03-30,2024-04-01,app_open,2024-03-30,2
U00054,2024-03-30,2024-04-16,app_open,2024-03-30,17
U00055,2024-02-22,2024-02-22,app_open,2024-02-22,0
U00055,2024-02-22,2024-03-02,app_open,2024-02-22,9
U00055,2024-02-22,2024-03-07,app_open,2024-02-22,14
U00056,2024-01-02,2024-01-23,app_open,2024-01-02,21
U00056,2024-01-02,2024-01-30,app_open,2024-01-02,28
U00057,2024-03-24,2024-04-01,app_open,2024-03-24,8
U00057,2024-03-24,2024-04-14,app_open,2024-03-24,21
U00058,2024-02-29,2024-03-18,app_open,2024-02-29,18
U00058,2024-02-29,2024-03-21,app_open,2024-02-29,21
U00058,2024-02-29,2024-03-26,app_open,2024-02-29,26
U00059,2024-03-11,2024-03-24,app_open,2024-03-11,13
U00059,2024-03-11,2024-04-10,app_open,2024-03-11,30
U00060,2024-02-13,2024-02-16,app_open,2024-02-13,3
U00060,2024-02-13,2024-02-19,app_open,2024-02-13,6
U00060,2024-02-13,2024-02-22,app_open,2024-02-13,9
U00060,2024-02-13,2024-02-28,app_open,2024-02-13,15
U00061,2024-01-08,2024-01-24,app_open,2024-01-08,16
U00061,2024-01-08,2024-01-29,app_open,2024-01-08,21
U00061,2024-01-08,2024-01-30,app_open,2024-01-08,22
U00061,2024-01-08,2024-02-07,app_open,2024-01-08,30
U00062,2024-02-16,2024-02-26,app_open,2024-02-16,10
U00062,2024-02-16,2024-03-02,app_open,2024-02-16,15
U00062,2024-02-16,2024-03-05,app_open,2024-02-16,18
U00063,2024-02-04,2024-02-19,app_open,2024-02-04,15
U00063,2024-02-04,2024-02-19,app_open,2024-02-04,15
U00064,2024-03-18,2024-04-08,app_open,2024-03-18,21
U00064,2024-03-18,2024-04-09,app_open,2024-03-18,22
U00064,2024-03-18,2024-04-12,app_open,2024-03-18,25
U00065,2024-03-21,2024-03-29,app_open,2024-03-21,8
U00065,2024-03-21,2024-03-31,app_open,2024-03-21,10
U00065,2024-03-21,2024-04-02,app_open,2024-03-21,12
U00065,2024-03-21,2024-04-05,app_open,2024-03-21,15
U00065,2024-03-21,2024-04-18,app_open,2024-03-21,28
U00065,2024-03-21,2024-04-18,app_open,2024-03-21,28
U00066,2024-02-05,2024-02-14,app_open,2024-02-05,9
U00066,2024-02-05,2024-02-17,app_open,2024-02-05,12
U00066,2024-02-05,2024-02-29,app_open,2024-02-05,24
U00067,2024-02-19,2024-03-19,app_open,2024-02-19,29
U00068,2024-01-04,2024-01-16,app_open,2024-01-04,12
U00068,2024-01-04,2024-01-25,app_open,2024-01-04,21
U00069,2024-01-02,2024-01-02,app_open,2024-01-02,0
U00069,2024-01-02,2024-01-12,app_open,2024-01-02,10
U00069,2024-01-02,2024-01-15,app_open,2024-01-02,13
U00069,2024-01-02,2024-01-17,app_open,2024-01-02,15
U00070,2024-01-06,2024-01-19,app_open,2024-01-06,13
U00070,2024-01-06,2024-01-20,app_open,2024-01-06,14
U00070,2024-01-06,2024-02-04,app_open,2024-01-06,29
U00071,2024-02-23,2024-02-28,app_open,2024-02-23,5
U00071,2024-02-23,2024-03-04,app_open,2024-02-23,10
U00071,2024-02-23,2024-03-19,app_open,2024-02-23,25
U00072,2024-01-04,2024-02-03,app_open,2024-01-04,30
U00073,2024-02-23,2024-02-26,app_open,2024-02-23,3
U00073,2024-02-23,2024-03-04,app_open,2024-02-23,10
U00074,2024-03-03,2024-03-06,app_open,2024-03-03,3
U00074,2024-03-03,2024-03-09,app_open,2024-03-03,6
U00074,2024-03-03,2024-03-28,app_open,2024-03-03,25
U00075,2024-01-18,2024-01-28,app_open,2024-01-18,10
U00075,2024-01-18,2024-02-04,app_open,2024-01-18,17
U00075,2024-01-18,2024-02-06,app_open,2024-01-18,19
U00076,2024-03-30,2024-04-06,app_open,2024-03-30,7
U00076,2024-03-30,2024-04-13,app_open,2024-03-30,14
U00077,2024-02-13,2024-02-15,app_open,2024-02-13,2
U00077,2024-02-13,2024-02-22,app_open,2024-02-13,9
U00077,2024-02-13,2024-02-24,app_open,2024-02-13,11
U00077,2024-02-13,2024-02-29,app_open,2024-02-13,16
U00078,2024-02-03,2024-02-03,app_open,2024-02-03,0
U00078,2024-02-03,2024-02-14,app_open,2024-02-03,11
U00078,2024-02-03,2024-02-29,app_open,2024-02-03,26
U00078,2024-02-03,2024-03-04,app_open,2024-02-03,30
U00079,2024-03-14,2024-03-14,app_open,2024-03-14,0
U00079,2024-03-14,2024-03-17,app_open,2024-03-14,3
U00080,2024-03-02,2024-03-15,app_open,2024-03-02,13
U00080,2024-03-02,2024-03-19,app_open,2024-03-02,17
U00081,2024-01-14,2024-01-18,app_open,2024-01-14,4
U00081,2024-01-14,2024-01-24,app_open,2024-01-14,10
U00081,2024-01-14,2024-02-03,app_open,2024-01-14,20
U00081,2024-01-14,2024-02-13,app_open,2024-01-14,30
U00082,2024-02-17,2024-02-25,app_open,2024-02-17,8
U00082,2024-02-17,2024-03-02,app_open,2024-02-17,14
U00082,2024-02-17,2024-03-16,app_open,2024-02-17,28
U00083,2024-01-15,2024-01-15,app_open,2024-01-15,0
U00083,2024-01-15,2024-01-26,app_open,2024-01-15,11
U00083,2024-01-15,2024-01-27,app_open,2024-01-15,12
U00083,2024-01-15,2024-01-28,app_open,2024-01-15,13
U00083,2024-01-15,2024-01-30,app_open,2024-01-15,15
U00083,2024-01-15,2024-02-10,app_open,2024-01-15,26
U00084,2024-03-12,2024-03-27,app_open,2024-03-12,15
U00084,2024-03-12,2024-03-27,app_open,2024-03-12,15
U00084,2024-03-12,2024-04-05,app_open,2024-03-12,24
U00084,2024-03-12,2024-04-11,app_open,2024-03-12,30
U00084,2024-03-12,2024-04-11,app_open,2024-03-12,30
U00085,2024-03-18,2024-03-20,app_open,2024-03-18,2
U00085,2024-03-18,2024-03-30,app_open,2024-03-18,12
U00085,2024-03-18,2024-04-17,app_open,2024-03-18,30
U00086,2024-03-27,2024-04-12,app_open,2024-03-27,16
U00087,2024-03-02,2024-03-04,app_open,2024-03-02,2
U00087,2024-03-02,2024-03-06,app_open,2024-03-02,4
U00087,2024-03-02,2024-03-25,app_open,2024-03-02,23
U00087,2024-03-02,2024-03-30,app_open,2024-03-02,28
U00088,2024-02-09,2024-03-02,app_open,2024-02-09,22
U00088,2024-02-09,2024-03-08,app_open,2024-02-09,28
U00089,2024-03-25,2024-03-25,app_open,2024-03-25,0
U00089,2024-03-25,2024-03-31,app_open,2024-03-25,6
U00090,2024-03-20,2024-03-21,app_open,2024-03-20,1
U00090,2024-03-20,2024-03-24,app_open,2024-03-20,4
U00090,2024-03-20,2024-03-25,app_open,2024-03-20,5
U00090,2024-03-20,2024-04-14,app_open,2024-03-20,25
U00090,2024-03-20,2024-04-14,app_open,2024-03-20,25
U00091,2024-03-22,2024-04-03,app_open,2024-03-22,12
U00091,2024-03-22,2024-04-06,app_open,2024-03-22,15
U00091,2024-03-22,2024-04-11,app_open,2024-03-22,20
U00091,2024-03-22,2024-04-13,app_open,2024-03-22,22
U00092,2024-02-22,2024-03-01,app_open,2024-02-22,8
U00092,2024-02-22,2024-03-02,app_open,2024-02-22,9
U00092,2024-02-22,2024-03-11,app_open,2024-02-22,18
U00092,2024-02-22,2024-03-11,app_open,2024-02-22,18
U00092,2024-02-22,2024-03-18,app_open,2024-02-22,25
U00092,2024-02-22,2024-03-20,app_open,2024-02-22,27
U00093,2024-01-24,2024-01-24,app_open,2024-01-24,0
U00093,2024-01-24,2024-02-03,app_open,2024-01-24,10
U00093,2024-01-24,2024-02-07,app_open,2024-01-24,14
U00093,2024-01-24,2024-02-11,app_open,2024-01-24,18
U00093,2024-01-24,2024-02-13,app_open,2024-01-24,20
U00093,2024-01-24,2024-02-14,app_open,2024-01-24,21
U00093,2024-01-24,2024-02-17,app_open,2024-01-24,24
U00094,2024-01-26,2024-01-26,app_open,2024-01-26,0
U00094,2024-01-26,2024-01-27,app_open,2024-01-26,1
U00094,2024-01-26,2024-02-08,app_open,2024-01-26,13
U00094,2024-01-26,2024-02-13,app_open,2024-01-26,18
U00094,2024-01-26,2024-02-19,app_open,2024-01-26,24
U00095,2024-03-29,2024-03-31,app_open,2024-03-29,2
U00095,2024-03-29,2024-04-01,app_open,2024-03-29,3
U00095,2024-03-29,2024-04-17,app_open,2024-03-29,19
U00095,2024-03-29,2024-04-27,app_open,2024-03-29,29
U00096,2024-02-29,2024-03-07,app_open,2024-02-29,7
U00096,2024-02-29,2024-03-16,app_open,2024-02-29,16
U00097,2024-02-10,2024-03-02,app_open,2024-02-10,21
U00097,2024-02-10,2024-03-04,app_open,2024-02-10,23
U00097,2024-02-10,2024-03-06,app_open,2024-02-10,25
U00098,2024-01-29,2024-02-02,app_open,2024-01-29,4
U00099,2024-01-15,2024-01-25,app_open,2024-01-15,10
U00099,2024-01-15,2024-01-26,app_open,2024-01-15,11
U00100,2024-02-14,2024-02-15,app_open,2024-02-14,1
U00100,2024-02-14,2024-03-06,app_open,2024-02-14,21
U00101,2024-03-05,2024-03-14,app_open,2024-03-05,9
U00101,2024-03-05,2024-03-20,app_open,2024-03-05,15
U00102,2024-03-29,2024-04-27,app_open,2024-03-29,29
U00103,2024-03-11,2024-03-19,app_open,2024-03-11,8
U00103,2024-03-11,2024-03-29,app_open,2024-03-11,18
U00103,2024-03-11,2024-03-31,app_open,2024-03-11,20
U00103,2024-03-11,2024-04-01,app_open,2024-03-11,21
U00104,2024-01-09,2024-01-09,app_open,2024-01-09,0
U00104,2024-01-09,2024-01-09,app_open,2024-01-09,0
U00104,2024-01-09,2024-02-04,app_open,2024-01-09,26
U00104,2024-01-09,2024-02-06,app_open,2024-01-09,28
U00105,2024-03-28,2024-04-12,app_open,2024-03-28,15
U00105,2024-03-28,2024-04-14,app_open,2024-03-28,17
U00106,2024-01-01,2024-01-08,app_open,2024-01-01,7
U00106,2024-01-01,2024-01-18,app_open,2024-01-01,17
U00106,2024-01-01,2024-01-18,app_open,2024-01-01,17
U00106,2024-01-01,2024-01-19,app_open,2024-01-01,18
U00106,2024-01-01,2024-01-23,app_open,2024-01-01,22
U00107,2024-01-08,2024-01-13,app_open,2024-01-08,5
U00107,2024-01-08,2024-01-16,app_open,2024-01-08,8
U00107,2024-01-08,2024-01-22,app_open,2024-01-08,14
U00107,2024-01-08,2024-01-23,app_open,2024-01-08,15
U00108,2024-03-28,2024-04-02,app_open,2024-03-28,5
U00108,2024-03-28,2024-04-21,app_open,2024-03-28,24
U00109,2024-03-03,2024-03-31,app_open,2024-03-03,28
U00110,2024-01-11,2024-01-11,app_open,2024-01-11,0
U00110,2024-01-11,2024-01-13,app_open,2024-01-11,2
U00110,2024-01-11,2024-01-13,app_open,2024-01-11,2
U00110,2024-01-11,2024-01-19,app_open,2024-01-11,8
U00110,2024-01-11,2024-02-04,app_open,2024-01-11,24
U00111,2024-03-21,2024-04-07,app_open,2024-03-21,17
U00111,2024-03-21,2024-04-07,app_open,2024-03-21,17
U00112,2024-01-08,2024-01-09,app_open,2024-01-08,1
U00112,2024-01-08,2024-01-31,app_open,2024-01-08,23
U00113,2024-02-04,2024-02-13,app_open,2024-02-04,9
U00113,2024-02-04,2024-02-16,app_open,2024-02-04,12
U00113,2024-02-04,2024-02-25,app_open,2024-02-04,21
U00113,2024-02-04,2024-02-28,app_open,2024-02-04,24
U00113,2024-02-04,2024-03-01,app_open,2024-02-04,26
U00114,2024-02-04,2024-02-25,app_open,2024-02-04,21
U00114,2024-02-04,2024-03-03,app_open,2024-02-04,28
U00115,2024-02-02,2024-02-03,app_open,2024-02-02,1
U00115,2024-02-02,2024-02-19,app_open,2024-02-02,17
U00115,2024-02-02,2024-02-25,app_open,2024-02-02,23
U00116,2024-01-05,2024-01-17,app_open,2024-01-05,12
U00117,2024-02-10,2024-02-18,app_open,2024-02-10,8
U00117,2024-02-10,2024-03-09,app_open,2024-02-10,28
U00117,2024-02-10,2024-03-11,app_open,2024-02-10,30
U00118,2024-01-28,2024-02-20,app_open,2024-01-28,23
U00119,2024-01-07,2024-01-08,app_open,2024-01-07,1
U00119,2024-01-07,2024-01-16,app_open,2024-01-07,9
U00119,2024-01-07,2024-01-22,app_open,2024-01-07,15
U00119,2024-01-07,2024-01-27,app_open,2024-01-07,20
U00120,2024-03-13,2024-03-20,app_open,2024-03-13,7
U00120,2024-03-13,2024-03-23,app_open,2024-03-13,10
U00120,2024-03-13,2024-03-30,app_open,2024-03-13,17
U00121,2024-03-12,2024-03-14,app_open,2024-03-12,2
U00121,2024-03-12,2024-03-14,app_open,2024-03-12,2
U00121,2024-03-12,2024-03-19,app_open,2024-03-12,7
U00121,2024-03-12,2024-04-03,app_open,2024-03-12,22
U00122,2024-01-12,2024-01-18,app_open,2024-01-12,6
U00122,2024-01-12,2024-01-22,app_open,2024-01-12,10
U00122,2024-01-12,2024-01-29,app_open,2024-01-12,17
U00123,2024-02-03,2024-02-27,app_open,2024-02-03,24
U00123,2024-02-03,2024-03-01,app_open,2024-02-03,27
U00123,2024-02-03,2024-03-04,app_open,2024-02-03,30
U00124,2024-02-02,2024-02-02,app_open,2024-02-02,0
U00124,2024-02-02,2024-02-05,app_open,2024-02-02,3
U00124,2024-02-02,2024-02-17,app_open,2024-02-02,15
U00124,2024-02-02,2024-02-27,app_open,2024-02-02,25
U00125,2024-02-17,2024-02-20,app_open,2024-02-17,3
U00125,2024-02-17,2024-02-23,app_open,2024-02-17,6
U00125,2024-02-17,2024-03-06,app_open,2024-02-17,18
U00125,2024-02-17,2024-03-07,app_open,2024-02-17,19
U00126,2024-01-23,2024-02-05,app_open,2024-01-23,13
U00126,2024-01-23,2024-02-05,app_open,2024-01-23,13
U00126,2024-01-23,2024-02-14,app_open,2024-01-23,22
U00126,2024-01-23,2024-02-19,app_open,2024-01-23,27
U00127,2024-03-02,2024-03-06,app_open,2024-03-02,4
U00128,2024-03-28,2024-04-09,app_open,2024-03-28,12
U00128,2024-03-28,2024-04-25,app_open,2024-03-28,28
U00129,2024-02-06,2024-02-06,app_open,2024-02-06,0
U00130,2024-02-13,2024-03-05,app_open,2024-02-13,21
U00131,2024-03-26,2024-04-05,app_open,2024-03-26,10
U00131,2024-03-26,2024-04-17,app_open,2024-03-26,22
U00132,2024-03-31,2024-04-07,app_open,2024-03-31,7
U00132,2024-03-31,2024-04-08,app_open,2024-03-31,8
U00132,2024-03-31,2024-04-10,app_open,2024-03-31,10
U00133,2024-02-04,2024-02-24,app_open,2024-02-04,20
U00133,2024-02-04,2024-02-29,app_open,2024-02-04,25
U00134,2024-03-05,2024-03-16,app_open,2024-03-05,11
U00134,2024-03-05,2024-03-20,app_open,2024-03-05,15
U00135,2024-02-16,2024-02-24,app_open,2024-02-16,8
U00135,2024-02-16,2024-03-04,app_open,2024-02-16,17
U00136,2024-03-18,2024-04-15,app_open,2024-03-18,28
U00137,2024-01-03,2024-01-06,app_open,2024-01-03,3
U00137,2024-01-03,2024-01-11,app_open,2024-01-03,8
U00138,2024-01-01,2024-01-14,app_open,2024-01-01,13
U00138,2024-01-01,2024-01-29,app_open,2024-01-01,28
U00139,2024-01-05,2024-01-12,app_open,2024-01-05,7
U00139,2024-01-05,2024-01-19,app_open,2024-01-05,14
U00139,2024-01-05,2024-01-20,app_open,2024-01-05,15
U00140,2024-03-30,2024-03-30,app_open,2024-03-30,0
U00140,2024-03-30,2024-04-03,app_open,2024-03-30,4
U00140,2024-03-30,2024-04-14,app_open,2024-03-30,15
U00140,2024-03-30,2024-04-20,app_open,2024-03-30,21
U00140,2024-03-30,2024-04-20,app_open,2024-03-30,21
U00140,2024-03-30,2024-04-24,app_open,2024-03-30,25
U00140,2024-03-30,2024-04-27,app_open,2024-03-30,28
U00140,2024-03-30,2024-04-27,app_open,2024-03-30,28
U00141,2024-01-14,2024-01-15,app_open,2024-01-14,1
U00141,2024-01-14,2024-01-19,app_open,2024-01-14,5
U00141,2024-01-14,2024-01-21,app_open,2024-01-14,7
U00141,2024-01-14,2024-01-23,app_open,2024-01-14,9
U00142,2024-01-27,2024-02-09,app_open,2024-01-27,13
U00142,2024-01-27,2024-02-14,app_open,2024-01-27,18
U00142,2024-01-27,2024-02-18,app_open,2024-01-27,22
U00143,2024-01-09,2024-01-09,app_open,2024-01-09,0
U00144,2024-03-19,2024-03-24,app_open,2024-03-19,5
U00144,2024-03-19,2024-03-24,app_open,2024-03-19,5
U00144,2024-03-19,2024-04-10,app_open,2024-03-19,22
U00144,2024-03-19,2024-04-12,app_open,2024-03-19,24
U00144,2024-03-19,2024-04-15,app_open,2024-03-19,27
U00145,2024-01-15,2024-01-19,app_open,2024-01-15,4
U00145,2024-01-15,2024-02-07,app_open,2024-01-15,23
U00146,2024-03-30,2024-04-03,app_open,2024-03-30,4
U00146,2024-03-30,2024-04-29,app_open,2024-03-30,30
U00147,2024-02-11,2024-02-17,app_open,2024-02-11,6
U00147,2024-02-11,2024-02-27,app_open,2024-02-11,16
U00147,2024-02-11,2024-03-06,app_open,2024-02-11,24
U00148,2024-03-17,2024-03-18,app_open,2024-03-17,1
U00148,2024-03-17,2024-04-12,app_open,2024-03-17,26
U00148,2024-03-17,2024-04-13,app_open,2024-03-17,27
U00149,2024-02-20,2024-02-22,app_open,2024-02-20,2
U00149,2024-02-20,2024-02-29,app_open,2024-02-20,9
U00149,2024-02-20,2024-03-11,app_open,2024-02-20,20
U00149,2024-02-20,2024-03-12,app_open,2024-02-20,21
U00149,2024-02-20,2024-03-20,app_open,2024-02-20,29
U00150,2024-03-03,2024-03-18,app_open,2024-03-03,15
U00150,2024-03-03,2024-03-20,app_open,2024-03-03,17
U00150,2024-03-03,2024-03-22,app_open,2024-03-03,19
U00151,2024-02-21,2024-03-12,app_open,2024-02-21,20
U00152,2024-01-04,2024-01-20,app_open,2024-01-04,16
U00152,2024-01-04,2024-02-02,app_open,2024-01-04,29
U00153,2024-01-23,2024-01-25,app_open,2024-01-23,2
U00153,2024-01-23,2024-02-04,app_open,2024-01-23,12
U00154,2024-01-15,2024-01-30,app_open,2024-01-15,15
U00154,2024-01-15,2024-02-01,app_open,2024-01-15,17
U00154,2024-01-15,2024-02-05,app_open,2024-01-15,21
U00155,2024-02-12,2024-03-12,app_open,2024-02-12,29
