user_id,install_date,event_date,event_type
U00065,2024-03-21,2024-04-18,app_open
U00065,2024-03-21,2024-03-29,app_open
U00065,2024-03-21,2024-04-02,app_open
U00065,2024-03-21,2024-03-31,app_open
U00065,2024-03-21,2024-04-18,app_open
U00065,2024-03-21,2024-04-05,app_open
U00066,2024-02-05,2024-02-14,app_open
U00066,2024-02-05,2024-02-17,app_open
U00066,2024-02-05,2024-02-29,app_open
U00067,2024-02-19,2024-03-19,app_open
U00068,2024-01-04,2024-01-16,app_open
U00068,2024-01-04,2024-01-25,app_open
U00069,2024-01-02,2024-01-02,app_open
U00069,2024-01-02,2024-01-15,app_open
U00069,2024-01-02,2024-01-17,app_open
U00069,2024-01-02,2024-01-12,app_open
U00070,2024-01-06,2024-02-04,app_open
U00070,2024-01-06,2024-01-19,app_open
U00070,2024-01-06,2024-01-20,app_open
U00071,2024-02-23,2024-03-19,app_open
U00071,2024-02-23,2024-02-28,app_open
U00071,2024-02-23,2024-03-04,app_open
U00072,2024-01-04,2024-02-03,app_open
U00073,2024-02-23,2024-03-04,app_open
U00073,2024-02-23,2024-02-26,app_open
U00074,2024-03-03,2024-03-09,app_open
U00074,2024-03-03,2024-03-28,app_open
U00074,2024-03-03,2024-03-06,app_open
U00075,2024-01-18,2024-02-04,app_open
U00075,2024-01-18,2024-01-28,app_open
U00075,2024-01-18,2024-02-06,app_open
U00076,2024-03-30,2024-04-06,app_open
U00076,2024-03-30,2024-04-13,app_open
U00077,2024-02-13,2024-02-29,app_open
U00077,2024-02-13,2024-02-24,app_open
U00077,2024-02-13,2024-02-15,app_open
U00077,2024-02-13,2024-02-22,app_open
U00078,2024-02-03,2024-03-04,app_open
U00078,2024-02-03,2024-02-29,app_open
U00078,2024-02-03,2024-02-14,app_open
U00078,2024-02-03,2024-02-03,app_open
U00079,2024-03-14,2024-03-14,app_open
U00079,2024-03-14,2024-03-17,app_open
U00080,2024-03-02,2024-03-15,app_open
U00080,2024-03-02,2024-03-19,app_open
U00081,2024-01-14,2024-02-03,app_open
U00081,2024-01-14,2024-01-18,app_open
U00081,2024-01-14,2024-01-24,app_open
U00081,2024-01-14,2024-02-13,app_open
U00082,2024-02-17,2024-02-25,app_open
U00082,2024-02-17,2024-03-16,app_open
U00082,2024-02-17,2024-03-02,app_open
U00083,2024-01-15,2024-02-10,app_open
U00083,2024-01-15,2024-01-28,app_open
U00083,2024-01-15,2024-01-26,app_open
U00083,2024-01-15,2024-01-30,app_open
U00083,2024-01-15,2024-01-15,app_open
U00083,2024-01-15,2024-01-27,app_open
U00084,2024-03-12,2024-04-11,app_open
U00084,2024-03-12,2024-03-27,app_open
U00084,2024-03-12,2024-04-11,app_open
U00084,2024-03-12,2024-04-05,app_open
U00084,2024-03-12,2024-03-27,app_open
U00085,2024-03-18,2024-04-17,app_open
U00085,2024-03-18,2024-03-30,app_open
U00085,2024-03-18,2024-03-20,app_open
U00086,2024-03-27,2024-04-12,app_open
U00087,2024-03-02,2024-03-06,app_open
U00087,2024-03-02,2024-03-25,app_open
U00087,2024-03-02,2024-03-04,app_open
U00087,2024-03-02,2024-03-30,app_open
U00088,2024-02-09,2024-03-08,app_open
U00088,2024-02-09,2024-03-02,app_open
U00089,2024-03-25,2024-03-31,app_open
U00089,2024-03-25,2024-03-25,app_open
U00090,2024-03-20,2024-03-24,app_open
U00090,2024-03-20,2024-03-25,app_open
U00090,2024-03-20,2024-03-21,app_open
U00090,2024-03-20,2024-04-14,app_open
U00090,2024-03-20,2024-04-14,app_open
U00091,2024-03-22,2024-04-06,app_open
U00091,2024-03-22,2024-04-11,app_open
U00091,2024-03-22,2024-04-03,app_open
U00091,2024-03-22,2024-04-13,app_open
U00092,2024-02-22,2024-03-20,app_open
U00092,2024-02-22,2024-03-11,app_open
U00092,2024-02-22,2024-03-18,app_open
U00092,2024-02-22,2024-03-01,app_open
U00092,2024-02-22,2024-03-02,app_open
U00092,2024-02-22,2024-03-11,app_open
U00093,2024-01-24,2024-02-13,app_open
U00093,2024-01-24,2024-02-11,app_open
U00093,2024-01-24,2024-02-17,app_open
U00093,2024-01-24,2024-02-07,app_open
U00093,2024-01-24,2024-02-14,app_open
U00093,2024-01-24,2024-02-03,app_open
U00093,2024-01-24,2024-01-24,app_open
U00094,2024-01-26,2024-02-19,app_open
U00094,2024-01-26,2024-01-26,app_open
U00094,2024-01-26,2024-01-27,app_open
U00094,2024-01-26,2024-02-13,app_open
U00094,2024-01-26,2024-02-08,app_open
U00095,2024-03-29,2024-04-01,app_open
U00095,2024-03-29,2024-04-27,app_open
U00095,2024-03-29,2024-04-17,app_open
U00095,2024-03-29,2024-03-31,app_open
U00096,2024-02-29,2024-03-07,app_open
U00096,2024-02-29,2024-03-16,app_open
U00097,2024-02-10,2024-03-02,app_open
U00097,2024-02-10,2024-03-06,app_open
U00097,2024-02-10,2024-03-04,app_open
U00098,2024-01-29,2024-02-02,app_open
U00099,2024-01-15,2024-01-26,app_open
U00099,2024-01-15,2024-01-25,app_open
U00100,2024-02-14,2024-03-06,app_open
U00100,2024-02-14,2024-02-15,app_open
U00101,2024-03-05,2024-03-14,app_open
U00101,2024-03-05,2024-03-20,app_open
U00102,2024-03-29,2024-04-27,app_open
U00103,2024-03-11,2024-03-29,app_open
U00103,2024-03-11,2024-03-31,app_open
U00103,2024-03-11,2024-04-01,app_open
U00103,2024-03-11,2024-03-19,app_open
U00104,2024-01-09,2024-02-06,app_open
U00104,2024-01-09,2024-02-04,app_open
U00104,2024-01-09,2024-01-09,app_open
U00104,2024-01-09,2024-01-09,app_open
U00105,2024-03-28,2024-04-12,app_open
U00105,2024-03-28,2024-04-14,app_open
U00106,2024-01-01,2024-01-23,app_open
U00106,2024-01-01,2024-01-08,app_open
U00106,2024-01-01,2024-01-19,app_open
U00106,2024-01-01,2024-01-18,app_open
U00106,2024-01-01,2024-01-18,app_open
U00107,2024-01-08,2024-01-23,app_open
U00107,2024-01-08,2024-01-22,app_open
U00107,2024-01-08,2024-01-13,app_open
U00107,2024-01-08,2024-01-16,app_open
U00108,2024-03-28,2024-04-21,app_open
U00108,2024-03-28,2024-04-02,app_open
U00109,2024-03-03,2024-03-31,app_open
U00110,2024-01-11,2024-01-19,app_open
U00110,2024-01-11,2024-01-13,app_open
U00110,2024-01-11,2024-01-13,app_open
U00110,2024-01-11,2024-01-11,app_open
U00110,2024-01-11,2024-02-04,app_open
U00111,2024-03-21,2024-04-07,app_open
U00111,2024-03-21,2024-04-07,app_open
U00112,2024-01-08,2024-01-31,app_open
U00112,2024-01-08,2024-01-09,app_open
U00113,2024-02-04,2024-03-01,app_open
U00113,2024-02-04,2024-02-25,app_open
U00113,2024-02-04,2024-02-13,app_open
U00113,2024-02-04,2024-02-28,app_open
U00113,2024-02-04,2024-02-16,app_open
U00114,2024-02-04,2024-03-03,app_open
U00114,2024-02-04,2024-02-25,app_open
U00115,2024-02-02,2024-02-03,app_open
U00115,2024-02-02,2024-02-25,app_open
U00115,2024-02-02,2024-02-19,app_open
U00116,2024-01-05,2024-01-17,app_open
U00117,2024-02-10,2024-03-11,app_open
U00117,2024-02-10,2024-03-09,app_open
U00117,2024-02-10,2024-02-18,app_open
U00118,2024-01-28,2024-02-20,app_open
U00119,2024-01-07,2024-01-27,app_open
U00119,2024-01-07,2024-01-08,app_open
U00119,2024-01-07,2024-01-16,app_open
U00119,2024-01-07,2024-01-22,app_open
U00120,2024-03-13,2024-03-20,app_open
U00120,2024-03-13,2024-03-23,app_open
U00120,2024-03-13,2024-03-30,app_open
U00121,2024-03-12,2024-04-03,app_open
U00121,2024-03-12,2024-03-19,app_open
U00121,2024-03-12,2024-03-14,app_open
U00121,2024-03-12,2024-03-14,app_open
U00122,2024-01-12,2024-01-18,app_open
U00122,2024-01-12,2024-01-29,app_open
U00122,2024-01-12,2024-01-22,app_open
U00123,2024-02-03,2024-03-01,app_open
U00123,2024-02-03,2024-02-27,app_open
U00123,2024-02-03,2024-03-04,app_open
U00124,2024-02-02,2024-02-27,app_open
U00124,2024-02-02,2024-02-17,app_open
U00124,2024-02-02,2024-02-05,app_open
U00124,2024-02-02,2024-02-02,app_open
U00125,2024-02-17,2024-02-20,app_open
U00125,2024-02-17,2024-02-23,app_open
U00125,2024-02-17,2024-03-07,app_open
U00125,2024-02-17,2024-03-06,app_open
U00126,2024-01-23,2024-02-05,app_open
U00126,2024-01-23,2024-02-14,app_open
U00126,2024-01-23,2024-02-19,app_open
U00126,2024-01-23,2024-02-05,app_open
U00127,2024-03-02,2024-03-06,app_open
U00128,2024-03-28,2024-04-25,app_open
U00128,2024-03-28,2024-04-09,app_open
U00129,2024-02-06,2024-02-06,app_open
U00130,2024-02-13,2024-03-05,app_open
U00131,2024-03-26,2024-04-17,app_open
U00131,2024-03-26,2024-04-05,app_open
U00132,2024-03-31,2024-04-10,app_open
U00132,2024-03-31,2024-04-07,app_open
U00132,2024-03-31,2024-04-08,app_open
U00133,2024-02-04,2024-02-24,app_open
U00133,2024-02-04,2024-02-29,app_open
U00134,2024-03-05,2024-03-20,app_open
U00134,2024-03-05,2024-03-16,app_open
U00135,2024-02-16,2024-03-04,app_open
U00135,2024-02-16,2024-02-24,app_open
U00136,2024-03-18,2024-04-15,app_open
U00137,2024-01-03,2024-01-11,app_open
U00137,2024-01-03,2024-01-06,app_open
U00138,2024-01-01,2024-01-29,app_open
U00138,2024-01-01,2024-01-14,app_open
U00139,2024-01-05,2024-01-19,app_open
U00139,2024-01-05,2024-01-20,app_open
U00139,2024-01-05,2024-01-12,app_open
U00140,2024-03-30,2024-04-20,app_open
U00140,2024-03-30,2024-04-27,app_open
U00140,2024-03-30,2024-04-20,app_open
U00140,2024-03-30,2024-03-30,app_open
U00140,2024-03-30,2024-04-27,app_open
U00140,2024-03-30,2024-04-14,app_open
U00140,2024-03-30,2024-04-03,app_open
U00140,2024-03-30,2024-04-24,app_open
U00141,2024-01-14,2024-01-23,app_open
U00141,2024-01-14,2024-01-15,app_open
U00141,2024-01-14,2024-01-19,app_open
U00141,2024-01-14,2024-01-21,app_open
U00142,2024-01-27,2024-02-18,app_open
U00142,2024-01-27,2024-02-14,app_open
U00142,2024-01-27,2024-02-09,app_open
U00143,2024-01-09,2024-01-09,app_open
U00144,2024-03-19,2024-04-15,app_open
U00144,2024-03-19,2024-03-24,app_open
U00144,2024-03-19,2024-03-24,app_open
U00144,2024-03-19,2024-04-10,app_open
U00144,2024-03-19,2024-04-12,app_open
U00145,2024-01-15,2024-02-07,app_open
U00145,2024-01-15,2024-01-19,app_open
U00146,2024-03-30,2024-04-03,app_open
U00146,2024-03-30,2024-04-29,app_open
U00147,2024-02-11,2024-03-06,app_open
U00147,2024-02-11,2024-02-17,app_open
U00147,2024-02-11,2024-02-27,app_open
U00148,2024-03-17,2024-04-12,app_open
U00148,2024-03-17,2024-04-13,app_open
U00148,2024-03-17,2024-03-18,app_open
U00149,2024-02-20,2024-02-29,app_open
U00149,2024-02-20,2024-03-12,app_open
U00149,2024-02-20,2024-03-11,app_open
U00149,2024-02-20,2024-02-22,app_open
U00149,2024-02-20,2024-03-20,app_open
U00150,2024-03-03,2024-03-18,app_open
U00150,2024-03-03,2024-03-22,app_open
U00150,2024-03-03,2024-03-20,app_open
U00151,2024-02-21,2024-03-12,app_open
U00152,2024-01-04,2024-02-02,app_open
U00152,2024-01-04,2024-01-20,app_open
U00153,2024-01-23,2024-02-04,app_open
U00153,2024-01-23,2024-01-25,app_open
U00154,2024-01-15,2024-02-05,app_open
U00154,2024-01-15,2024-01-30,app_open
U00154,2024-01-15,2024-02-01,app_open
U00155,2024-02-12,2024-03-12,app_open
U00156,2024-01-29,2024-02-07,app_open
U00156,2024-01-29,2024-02-13,app_open
U00156,2024-01-29,2024-02-20,app_open
U00156,2024-01-29,2024-02-10,app_open
U00157,2024-02-05,2024-02-28,app_open
U00157,2024-02-05,2024-02-16,app_open
U00157,2024-02-05,2024-02-29,app_open
U00157,2024-02-05,2024-02-10,app_open
U00158,2024-01-13,2024-01-16,app_open
U00158,2024-01-13,2024-02-12,app_open
U00159,2024-02-01,2024-02-17,app_open
U00159,2024-02-01,2024-02-02,app_open
U00159,2024-02-01,2024-02-15,app_open
U00159,2024-02-01,2024-02-14,app_open
U00160,2024-03-11,2024-03-26,app_open
U00161,2024-02-28,2024-03-04,app_open
U00161,2024-02-28,2024-03-24,app_open
U00162,2024-03-26,2024-04-16,app_open
U00162,2024-03-26,2024-03-28,app_open
U00162,2024-03-26,2024-04-10,app_open
U00163,2024-01-28,2024-01-30,app_open
U00163,2024-01-28,2024-02-16,app_open
U00163,2024-01-28,2024-02-09,app_open
U00163,2024-01-28,2024-02-18,app_open
U00163,2024-01-28,2024-01-30,app_open
U00164,2024-03-06,2024-03-24,app_open
U00164,2024-03-06,2024-03-24,app_open
U00164,2024-03-06,2024-03-28,app_open
U00164,2024-03-06,2024-03-28,app_open
U00164,2024-03-06,2024-03-18,app_open
U00165,2024-02-11,2024-03-10,app_open
U00166,2024-02-14,2024-02-28,app_open
U00166,2024-02-14,2024-02-29,app_open
U00167,2024-03-02,2024-03-02,app_open
U00167,2024-03-02,2024-03-18,app_open
U00167,2024-03-02,2024-03-10,app_open
U00168,2024-02-26,2024-03-16,app_open
U00168,2024-02-26,2024-03-02,app_open
U00169,2024-01-06,2024-01-24,app_open
U00169,2024-01-06,2024-01-22,app_open
U00169,2024-01-06,2024-01-09,app_open
U00170,2024-01-28,2024-02-04,app_open
U00170,2024-01-28,2024-01-28,app_open
U00171,2024-01-28,2024-02-24,app_open
U00171,2024-01-28,2024-02-20,app_open
U00172,2024-02-13,2024-02-13,app_open
U00173,2024-03-24,2024-03-29,app_open
U00173,2024-03-24,2024-04-07,app_open
U00174,2024-01-30,2024-02-15,app_open
U00174,2024-01-30,2024-02-22,app_open
U00174,2024-01-30,2024-02-10,app_open
U00174,2024-01-30,2024-02-11,app_open
U00175,2024-03-02,2024-03-16,app_open
U00175,2024-03-02,2024-03-16,app_open
U00175,2024-03-02,2024-03-25,app_open
U00175,2024-03-02,2024-03-07,app_open
U00175,2024-03-02,2024-03-04,app_open
U00176,2024-03-15,2024-03-21,app_open
U00176,2024-03-15,2024-03-18,app_open
U00176,2024-03-15,2024-04-12,app_open
U00176,2024-03-15,2024-03-26,app_open
U00176,2024-03-15,2024-03-19,app_open
U00176,2024-03-15,2024-04-06,app_open
U00176,2024-03-15,2024-04-12,app_open
U00177,2024-03-29,2024-04-18,app_open
U00177,2024-03-29,2024-04-27,app_open
U00177,2024-03-29,2024-03-31,app_open
U00177,2024-03-29,2024-04-24,app_open
U00178,2024-03-02,2024-03-08,app_open
U00179,2024-01-01,2024-01-29,app_open
U00179,2024-01-01,2024-01-03,app_open
U00179,2024-01-01,2024-01-27,app_open
U00179,2024-01-01,2024-01-27,app_open
U00179,2024-01-01,2024-01-08,app_open
U00180,2024-01-27,2024-02-24,app_open
U00180,2024-01-27,2024-01-29,app_open
U00181,2024-03-02,2024-03-31,app_open
U00181,2024-03-02,2024-03-23,app_open
U00182,2024-03-17,2024-04-08,app_open
U00182,2024-03-17,2024-04-10,app_open
U00182,2024-03-17,2024-04-03,app_open
U00182,2024-03-17,2024-04-05,app_open
U00182,2024-03-17,2024-04-10,app_open
U00183,2024-01-03,2024-01-28,app_open
U00183,2024-01-03,2024-01-26,app_open
U00184,2024-03-10,2024-04-02,app_open
U00184,2024-03-10,2024-04-09,app_open
U00184,2024-03-10,2024-04-05,app_open
U00185,2024-03-12,2024-03-28,app_open
U00186,2024-01-27,2024-02-26,app_open
U00186,2024-01-27,2024-02-17,app_open
U00186,2024-01-27,2024-02-05,app_open
U00186,2024-01-27,2024-02-07,app_open
U00187,2024-01-09,2024-01-22,app_open
U00187,2024-01-09,2024-01-10,app_open
U00187,2024-01-09,2024-01-13,app_open
U00187,2024-01-09,2024-01-28,app_open
U00187,2024-01-09,2024-02-06,app_open
U00188,2024-03-02,2024-03-13,app_open
U00188,2024-03-02,2024-03-19,app_open
U00189,2024-02-06,2024-02-11,app_open
U00189,2024-02-06,2024-02-15,app_open
U00189,2024-02-06,2024-03-03,app_open
U00189,2024-02-06,2024-02-17,app_open
U00189,2024-02-06,2024-02-12,app_open
U00190,2024-02-20,2024-03-05,app_open
U00190,2024-02-20,2024-03-09,app_open
U00191,2024-02-13,2024-02-27,app_open
U00192,2024-01-24,2024-02-11,app_open
U00192,2024-01-24,2024-02-17,app_open
U00192,2024-01-24,2024-02-17,app_open
U00193,2024-03-19,2024-04-12,app_open
U00193,2024-03-19,2024-04-09,app_open
U00193,2024-03-19,2024-04-15,app_open
U00193,2024-03-19,2024-03-25,app_open
U00193,2024-03-19,2024-04-10,app_open
U00194,2024-02-28,2024-03-19,app_open
U00194,2024-02-28,2024-03-03,app_open
U00195,2024-02-01,2024-02-07,app_open
U00196,2024-03-28,2024-03-29,app_open
U00196,2024-03-28,2024-03-28,app_open
U00196,2024-03-28,2024-04-22,app_open
U00197,2024-02-21,2024-02-29,app_open
U00198,2024-03-02,2024-03-30,app_open
U00198,2024-03-02,2024-03-26,app_open
U00198,2024-03-02,2024-03-24,app_open
U00199,2024-02-27,2024-03-20,app_open
U00199,2024-02-27,2024-03-28,app_open
U00199,2024-02-27,2024-03-03,app_open
U00199,2024-02-27,2024-03-07,app_open
U00199,2024-02-27,2024-03-13,app_open
U00200,2024-02-21,2024-03-20,app_open
U00200,2024-02-21,2024-03-19,app_open
U00200,2024-02-21,2024-03-21,app_open
U00200,2024-02-21,2024-03-22,app_open
U00200,2024-02-21,2024-02-21,app_open
U00200,2024-02-21,2024-03-11,app_open
U00200,2024-02-21,2024-03-02,app_open
U00201,2024-01-12,2024-02-06,app_open
U00201,2024-01-12,2024-02-01,app_open
U00201,2024-01-12,2024-01-29,app_open
U00201,2024-01-12,2024-01-25,app_open
U00201,2024-01-12,2024-02-06,app_open
U00201,2024-01-12,2024-01-27,app_open
U00201,2024-01-12,2024-02-02,app_open
U00202,2024-02-08,2024-02-23,app_open
U00202,2024-02-08,2024-02-29,app_open
U00202,2024-02-08,2024-03-03,app_open
U00202,2024-02-08,2024-02-23,app_open
U00202,2024-02-08,2024-02-25,app_open
U00203,2024-01-02,2024-02-01,app_open
U00203,2024-01-02,2024-01-31,app_open
U00203,2024-01-02,2024-01-14,app_open
U00204,2024-01-03,2024-01-04,app_open
U00204,2024-01-03,2024-01-11,app_open
U00205,2024-02-25,2024-03-22,app_open
U00205,2024-02-25,2024-02-28,app_open
U00205,2024-02-25,2024-03-24,app_open
U00205,2024-02-25,2024-03-04,app_open
U00206,2024-03-21,2024-03-30,app_open
U00206,2024-03-21,2024-03-26,app_open
U00206,2024-03-21,2024-04-19,app_open
U00206,2024-03-21,2024-04-06,app_open
U00207,2024-02-28,2024-03-25,app_open
U00207,2024-02-28,2024-03-29,app_open
U00208,2024-01-02,2024-01-28,app_open
U00208,2024-01-02,2024-01-17,app_open
U00208,2024-01-02,2024-01-25,app_open
U00209,2024-01-02,2024-01-15,app_open
U00209,2024-01-02,2024-01-17,app_open
U00209,2024-01-02,2024-01-28,app_open
U00210,2024-02-23,2024-03-08,app_open
U00210,2024-02-23,2024-03-23,app_open
U00210,2024-02-23,2024-02-29,app_open
U00211,2024-03-27,2024-04-26,app_open
U00212,2024-01-01,2024-01-18,app_open
U00212,2024-01-01,2024-01-26,app_open
U00212,2024-01-01,2024-01-08,app_open
U00213,2024-01-19,2024-01-29,app_open
U00213,2024-01-19,2024-02-08,app_open
U00213,2024-01-19,2024-02-11,app_open
U00213,2024-01-19,2024-02-12,app_open
U00214,2024-01-02,2024-01-30,app_open
U00214,2024-01-02,2024-01-22,app_open
U00215,2024-02-22,2024-03-21,app_open
